id	document	label
8050	배달 빠르고 맛도 괜찮아요	0
8051	맛조아요  빠르고좋습니다	0
8052	꿀맛존맛탱 최고예요	1
8053	별루에요 ....자주시켜먹었는데 엉망..다신 안먹을게요	0
8054	맛있습니다...^^ 다음에도 잘 부탁드려요~	0
8055	양은푸짐 간편도시락 메뉴도 다양	0
8056	항상 믿고 먹습니다 맛은 두말하면 잔소리죠 ㅋㅋㅋㅋ 닭볶음탕은 무조건 여기만 시키는 일인이에요 ㅋㅋㅌㅋ 또 주문할게요 ㅋㅋㅋㅋ	0
8057	ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ	0
8058	요청사항 잘봐주시고 닭도 신선하고 부드럽네요 퍽퍽살 안좋아하는데도 가슴살 촉촉하니 부드러워요	0
8059	다음에 또 시킬게요	0
8060	매콤하니 맛있어요 두번째 주문이에요	0
8061	배달이 엄청 늦었지만 죄송하하시고 괜찮아요  다음에 다시 시키겠습니다 잘먹었어요~~	0
8062	아주 맛잇었습니다 양도 딱 적당하고 추천합니다	1
8063	유일한 단점 젓가락이 휘어서	1
8064	맛있게 잘 먹었습니다	0
8065	깔끔하고, 맛있어요!	0
8066	맛있게 먹었습니다~^^	0
8067	ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ	1
8068	어제 점심에 주문했는데 배달 20분 만에 왔어여 ㄷㄷㄷ 덕분에 바삭하고 따뜻하게 잘 먹었어요 포장도 깔끔해요!	1
8069	맛잇어용~~ 핫은진짜맵네요ㅋㅋ굳	0
8070	맛있어요~ 배달도 빨리됬습니다	0
8071	언제나처럼 맛있는.  그리고 배송이 빠릅니다.	0
8072	언제 먹어도 맛잇어요	0
8073	고기 두께도 두툼하거 먹을만했어요~	0
8074	배불러요 잘먹었습니다	0
8075	족발 좋아하는데 역 족발이 우리 식구 입맛에 딱 이네요.  이제 이곳으로 계속 시켜야 겠어요. 맛있게 잘 먹었습니다	1
8076	치킨이 너무 맛있어서 애들이랑 벌칙게임해서 먹었네요 . 장운동 활발해지는 맛 생애 처음으로 생명의 위협을 느끼고  이 치킨을 위해 희생된 닭이 불쌍해 졌어요. 후라이드로 벽에 못 잘 박았어요.	0
8077	김치말이국수 괜찮습니다 돈까스도 양푸짐합니다	0
8078	너무 맛있어요 새우젓 엎어져서 온거 빼고 만점	1
8079	맛있게 잘먹었습니다 배달 항상 빠름	0
8080	좋음 양념이 달지 안아요	0
8081	맛있게 잘먹었습니다	0
8082	양도 많고 맛나요 콜라도  감사합니당.마니 파세요^^	0
8083	양 진짜 많고 맛있어요.ㅠㅠㅠㅠ 감자도 미첬습니다	0
8084	자극적이지 않아요. 고추절임이 맛있고 무속은 조금더 익었으면 좋겠어요	1
8085	치킨 짜구요 감튀는 몇번튀긴건지 버글버글했습니다	1
8086	둘다 맛있었어요! 꼼꼼한 포장에 감동 ㅎㅎ 배달도 저녁시간 치고 빠른편이예여~~ 잘 먹었습니다. 자주 이용할게요!!	0
8087	배달도 진짜빠르고 냉면도 깔금한맛에 살얼음동동까지  김치찌개가 정말맛있어요 국물시원칼칼 입맛에 딱!!!!  밥양도 정말 많이주시고 쪼금아쉬었던건 냉면 비빔앙념이 없네요 그거빼면 정말 좋았습니다!	0
8088	간만에 맛있는 짜장면 짬뽕 먹은 거 같아요 너무 잘 먹었고 다음에 또 이용할게요~~	0
8089	여기 주먹밥 너무 맛있어서 많이 먹으려고  주먹밥도 주문하고 리뷰쓴다고 주먹밥 또 달라고 요청드렸는데.. 하나밖에 안왔어여ㅠㅠ 서비스 안주신듯.. 너무 아쉽지만... 그래도 맛나게 먹을게요!!!	1
8090	진한치즈를 느껴보고 싶어서 도전햇는데 그냥 여러 치즈에 씬피자.. 치즈가 많은 것도 아니고 치즈 맛이 많이 나는 것도 아니어서 평범하네요..! 아쉬워요	0
8091	맛있습니다~ 감사합니다	1
8092	good。	0
8093	맛잇어요	0
8094	국물에 이뼈는 뭐죠? 그리구 맛은 타 배달 어플에서 주문하는것보다 량도 적고 맛도 별루에요	0
8095	맛있어요 배달도 빠르고	0
8096	맛나요~ 온식구 잘먹었어요.	1
8097	이집꺼 여전히맛좋고아요  맛있게 잘먹었어요ㅋㅋ	0
8098	아주 좋았습니다 ㅎㅎ 역시 믿고 먹을게요	0
8099	양도 많고 맛있게 잘먹었습니다	0
8100	역시 이맛이네요. 맛있어요!	0
8101	다음엔 양념으로~~~ 거이다 먹구 찍었...흠	0
8102	배달 빠르고 세가지 맛이 모두 맛있습니다.  가성비 굳~	0
8103	먹잘먹었어요 너무맛있어여	0
8104	양이너무많아요정말남겼어요맛있어요	0
8105	배달도 빨리 오고 양도 많고 맛도 있어서 정말 좋았습니다!!	1
8106	맛있게 잘 먹었 습니다	0
8107	진짜 맛있어요 막국수도 존맛 사장님 정말 진짜 부자되세요	1
8108	gooooooood	0
8109	마싯다 잘시켯다 만족한다	0
8110	오랜만에 주문했는데 역시 맛있어요! 마늘 보쌈 소스를 듬뿍 주셔서 더 맛있게 먹었어요^^ 고기 냄새도 안나고 부드러워요^^	1
8111	배달도 빠르고 매콤해서 느끼하지않고 역시 아주 맛있어요^^	1
8112	엄청 빨리 배달해주셔서 잘먹었답니다!!	0
8113	배달도 빠르고 잘먹었습니다	1
8114	양이 진짜 많아요 밥이 2인분같은 1인분이라 많이 든시는 분들한텐 딱인거같아요! 맛있게 잘먹었습니다	0
8115	배달 빠르고 좋아요	0
8116	잘 먹었습니다 배달은 빨라요	0
8117	맛있어요..........	0
8118	배달 양 다빠짐 없이 맛있고 배달도빠르니까 식지않고 왔어요 잡내도안나고 최고	1
8119	아니 왜 ㅋㅋ... 점점... 요구사항을 들어주시지도 않고.... 요리하시는분 바뀌었습니까..? 전엔 꾸덕한 찜닭이었는데 최근 시킨것들은 다 물만 부어나온것처럼 묽고 맹탕이었습니다 ㅋㅋ... 집에서 셀프로 간 해먹음... 고춧가루 잔뜩 넣고 땡초 잔뜩 넣고... 이번엔 괜찮겠지 하고 시켰는데.. 요청사항에도 남겼었는데 그때랑 똑같이 오니... 실망이 이만저만이 아니네요.. 자주 시켜먹었는데..	0
8120	밥이 함께 안오는지 몰랐었네요.  맛있게 잘 먹었습니다.	0
8121	원래 별로 안매워서 맛있었는데 이번꺼는 왜케 매운지 한입먹고 못먹고버렸어요 ㅠ	0
8122	잘먹었어요~~~ㅎㅎ	0
8123	맛잇고 바삭하고 맛잇게 먹엇어요~ ^^	1
8124	빨리 오고 맛있고 신선해요	1
8125	날씨가 추어서 구런지.좀 식어서오네요 ㅠ 어쩔수 없는거지만 맛있게먹었습미다 ~	1
8126	양많고 맛있습니다..  순살시켰는데 퍽살이 아니라서 아주 좋습니다..	0
8127	배달 해주셔서 감사합니다	1
8128	맛있게 먹었습니다.	0
8129	양많고 맛있고 배달빠르고~	0
8130	맛있게 잘 먹었습니다~ 탕수육 소스가 특히 맛있는 것 같아요! 짬뽕국물배려도 너무 좋았구  배달하시는 분께서 친절하시구 재주문도 기억해주셔서  기분좋게 맛있게 잘 먹었습니다!	0
8131	맛있었어요오오오오오	0
8132	맛있었어요~ 다음에 시키면 또 요기닷!	0
8133	다른곳보다 빵종류가 많아서 주문하기도 좋고 포장도 깔끔하게해서 보내주시니 더 좋네요~ 집을 잠깐 비운사이에 배달이 왔는데 현관에 놓고 사진까지 찍어보내주시는 센스~ 감사합니다~	0
8134	제가 시킨 보쌈은 오지도 않고 배달 잘못하셧다고 치킨을 주신다고 하면..ㅠ 하 다른 보쌈집 늦은시간이라 다 닫앗던데	0
8135	음 ..스타일이 안맞아요..너무달아요..	0
8136	바삭함과 매콤.치즈 스노윙소스의 융합이 최고에요.무얼 골라야할지 고민하다 두가지를 다 시켰는데 빠른 배송덕분에 바삭하게 잘 튀겨진 닭을 잘 먹었어요	1
8137	처음 시켜봤눈데 맛있내요 배달도 빨라요	1
8138	여기 항상 시켜먹어요~~~~	1
8139	맛있게 잘 먹었어요. 새우튀김 만족	0
8140	맛있게 잘 먹었어요	0
8141	맛있게 잘 먹었습니다~	0
8142	굳굳 셰플리 굳굳!	0
8143	실망시키지 않음 추천함	1
8144	그릇에 담아 맛잇게 먹엇습니다	1
8145	막국수가 사이드메뉴로 시킨 음식인데  서비스로 주는 막국수보다 맛이 별로네요....(간이 안되있음) 나머진 다 맛있습니다~~  족발은 솔직히 맛이 없을순 없으니까요^^ 잘먹었습니다.	1
8146	닭도리탕 순살로도 있어서 2번째 시켜먹었는데 먹기는 편하고 양념은 매콤해서 맛있게 잘 먹었습니다!^^	0
8147	맛있게잘먹었습니당ㅇ	1
8148	배달도 빠르고 맛은있는데  양은 가격대비 아쉽네요  ㅜㅜ	0
8149	주문이 밀려 배달이 조금 늦었지만 맛있게 먹었어요~	0
8150	완존맛있어요 잘먹었습니다~~~	0
8151	배달도 빠르고 맛있어요	0
8152	가깝기도 하지만 배달이 엄청 빨리 왔네요^^ 아이들 늦은 점심으로 시켰어요. 10% 할인에 리뷰서비스 콜라 좋아요^^	1
8153	너무 잘 먹었습니다~ 또 시킬거에여	1
8154	샐러드는 걍 그러네요. 피자 리조또는 맛있어여	0
8155	아~ 또 먹고 싶습니다으다으아	1
8156	잘 받았어요. 감사합니다.	1
8157	맛은 정말정말 맛있고 배달도 시간 맞춰서 오고 피자 양도 넉넉하다 느껴서 자주 시켜먹는데 5000원 추가해서 엣지를 스위트골드로 추가했는데 일반 도우가 와서 많이 속상했습니다ㅜㅜ 전화 하니 다시 해주시겠다고 하셨는데 이미 1시간 기다려서 도착한 피자에 시간이 11시가 다 되어가는 시간이라 그냥 5000원 받고 먹겠다고 했는데 너무 아쉽네요,, 다음부터는 잘 확인해주셨면 좋겠습니다!! 주문 누락 빼고는 다 좋았어요~!	1
8158	죄송... 떡볶이가 진짜 홈메이드 느낌의 맛이었어용	0
8159	맛은 괜찮은 편입입니다	0
8160	맛있게  잘 먹었습니다	0
8161	오칸반찬하고 백김치 빼달라고 요청 드렸는데 센스있게 콜라 사이다 하나씩 주셨어요^^ 잘 먹었습니다	1
8162	맛잇어요맛있어요 식사시간이라 배달은 느리지만 이해해요	0
8163	빨리오고 서비스도 주고 너무 좋아요. 빨라서 좋네요. 허니버터맛 첨시키는데 달고 맛있어요.	0
8164	맨날 집에서만 시켜먹다, 야근  야식으로. 역시 구로구선 최고!  근디, 끼니대신인데, 밥이없네.ㅜㅜ	1
8165	사진은 깜빡했지만 정말 양도 많고 맛있었어요	1
8166	항상잘먹는또래오래입미다.ㅎㅎ	0
8167	빠르고 엄청맛잇습니다. 솔직히 쿠폰 버렷다가 ....  한입맛보고 다시주워올정도였네요 ㅎㅎ	1
8168	잘먹었습니다.....	0
8169	사진 찍는거도 깜빡 하고..          항상 맛잇게 잘 해주시고.  요구사항도 잘 들어주시고.      ^^. 감사합니다~	0
8170	안짜고 닭, 떡, 당면 다 맛났어요ㅋㅋ	0
8171	정말 맛있어요.정성이 가득하네요.	0
8172	배달좀 빨리좀여...	0
8173	맛있었어요 죤맛탱!	0
8174	문앞에 두고 가달라고 체크한 건 맞는데.. 손잡이에 조용히 걸어두고 가셔서.. 공동현관에서 호출 후 들어왔는데도 배달한 음식이 안보이더라고요. 좀 이상하단 생각했어요. 활짝열어야 보이는 곳에 두고 가실거라면 문자를 남겨주시던가 문이라도 두드려주신다면좋겠네요.. 여긴 항상 배달 빼고 다 좋네요.	0
8175	맛있어요 거의 매주 시키게 됩니다	0
8176	맛있어용 배달 빨라서 좋아요	0
8177	맛있어요 맛있어요 수고하세요	0
8178	처음먹어봤는데 감자튀김 눅눅한거 빼고는 만조크 합니다. 또시켜먹을게요	1
8179	와 배달도 빠르고 진짜 맛있었어요! ㅠㅁㅠ 존맛탱	0
8180	양이 많아요 엄청나서 2인시켜 3인 먹어도 충분	0
8181	아주 굿입니다 장조림버터비빔밥	0
8182	항상 믿고, 너무맛있게 먹어요~	1
8183	배고파서 먹는거에정신팔려..사진은 못 찍었지만 맛은 최고입니다 고기도부드럽고 28개월된애기도 맛있게 잘 먹었답니다 번창하세요	0
8184	믿고먹는 스쿨푸드 배달두 빨라요~	0
8185	배달 빠르고 맛있습니다	0
8186	조아요ㅛㅛㅛㅛㅛㅛㅛ	0
8187	믿고찾는 파뤼바겥 총알배송	0
8188	맛있네요 또시킬게요	0
8189	여기 부대찌개는 뭔가모르게 자꾸 끌림	0
8190	배달 시간은 지켰으나 엄청 식어서 왔어요. 식은 음식을 안 좋아하는 터라 ㅠㅠ 별을 좀 깎습니다. 고기 한 점에도 왼쪽은 부드럽고 양념이 잘 배어 맛있는 반면 오른쪽은 퍽퍽하고 푸르스름하고 이상한 식감이었어요. 고기 한 점의 온도를 균일하게 못 맞추실 거 같으면 더 자르시는 게 좋을 거 같아요~ 기본 양념은 너무 맛있어요.	0
8191	잘먹었습니다 양이푸짐하네요	1
8192	맛있게 잘 먹었습니다	0
8193	맛나용 잘 먹었어요~	1
8194	매콤하게 맛있네요..!	0
8195	감사합니다  감사합니다	1
8196	맛있게 잘 먹었습니다.	0
8197	맛은 그냥 보통이였어여	0
8198	맛있어요 ! 똥집튀김 처음 시켜봤는데 괜찮네용	0
8199	양많구 맛있어요!!	0
8200	양도 딱 좋았고 맛있었어요~!	1
8201	맛있어요bbbb	0
8202	먹을때는 그냥저냥 했지만 막상 시간이 지나면 다시 생각나네요 ㅎㅎ	0
8203	너무 맛있어요!!!!!!!!!!!!!!!!!!	0
8204	스파게티를 먹고 피자를 먹어서 그런가 이번 피자는 슴슴했습니다.  다음엔 다른 피자를 맛봐야겠습니다	1
8205	오랜만에 원할머니  시켜서 저녁 맛있게 먹었네요. 계속 배달해서 먹던 곳 아닌 새로운 곳에  주문했는데 보쌈고기와 김치가 다른 지점보다는  아쉽네요. 옛날에 원할머니 처음 시켜먹을때는 비싸도 맛있었는데 그만큼 많이 시켜 먹어서 이제는 맛이 잘 안느껴지는듯 해요.	0
8206	배달빨라요 잘먹었습니다	0
8207	날이 추워서 치즈스틱 식은 거 빼곤 다괜찮아용	0
8208	약간 투박한 할머니집 맛이네요ㅋㅋ 국물 얼큰하고 날개다리 2개씩에 큼지막한 감자 들어있고 맛났어요! 같이 오는 김치랑 잘 어울리더라구요 잘 먹었습니다~!	0
8209	맛있어요~~츄러스 치즈볼 기대이상으로 맛있었습니다~ 치킨양도 많아요~	1
8210	맛있게 잘 먹었어요~	0
8211	강남에있을때부터 시켜먹은 음식 역시 맛은 여전히 좋네요...다만 떡볶이가 양념이 짜긴해요...개인적인 생각입니다...	0
8212	완 맛입니다. 단골 되어서 계속계속 방문하게 되네요. ㅋㅋㅋ	0
8213	뜨겁고맛있게먹었습니다^^	0
8214	갠적으론 맛좋았으며 시간안에 도착했다는 자체가 아주황홀해졌습니다 양도 적당했구요	0
8215	배달 언제 도착하는지 미리 전화주시고 엄청 친절하세요- 내장까지 있는 순대 정말 맛나요~ 떡볶이도 국물까지 싹싹 먹었어요, 맛나요~^_^	0
8216	소이크런치 콤보에 감자도 있었네요... 다른사이드 시킬껄 그랬네욥... 콜라는별도인가봐요...다른치킨시키면 작은거라도 탄산하나 오던데... 맛 있게 먹었는데 그게 약간 아쉽네요 ㅋ	1
8217	배달빠르고 좋아요ㅎ	0
8218	배달 빠르고 맛있고 곱배기 양 진짜많아요! 잘먹었습니다.	0
8219	단골 할거예요 양도 많고 맛있어요	0
8220	맛있게 잘먹었습니다	0
8221	😀😀😀😀😀😀	0
8222	맛있게 잘 먹었습니다. 번창하세요	1
8223	김밥 맛잇음 돈까스 좀 느끼함. 짬뽕 맛잇음	0
8224	잘먹었었습니다 ㅋㅋㅋㅋ	0
8225	.ㅠㅠ음식은 다식어서 왓어요. 대창구이 덮밥은 완전 맛없어요 와사비 너무 많이 들어가서 코가 너무 매워서 먹지도 못하고 버렸어 대창은 냄새두  나구.ㅠㅠ 김밥은 항상 맛있고. 역시 새로운 매뉴 먹는거 아니었어	0
8226	요즘 멸치마리에 빠졌습니다 바삭한 멸치 최고	0
8227	이제야 리뷰남기네요  잘먹었습니다	1
8228	배달도 빠르고 양도 적당하고 좋아요	1
8229	잘 먹었습니다~~~~~	0
8230	원보가 체인점이지만 매장마다 맛이달라요.	0
8231	언제나 만족 💓💓💓💓	1
8232	맛있게 잘 먹었는데 순대가 좀 오래동안 쪘는지 푸석하네요	0
8233	정말 굳굳 서비스도 감사합니다. 또 시킬게요 지금 상황은 안좋지만 많이 파시길..^^	1
8234	양도 양이지만 고기가 진짜 부드럽고 식어도 잡내가 하나도 없습니다. 마늘소스도 별미네요. 같이오는 잔찬들도 맛있네요	1
8235	맛있고 양도 많아서 좋았어요	0
8236	늘잘먹고있습니다 번창하세요	0
8237	바삭바삭 맛있읍니다	0
8238	배달도빠르고 잘먹었습니다	0
8239	맛있게 잘먹었습니다	0
8240	맛있어요 기본치킨맛	0
8241	배달료가 좀. 비싸요ㅠㅠ	0
8242	진짜맛있어요~~배달도 예정주문시간에 잘 맞춰서 오셨어용!!	0
8243	아쉽..양이 많다는 느낌은 아니지만 적진 않아요...워낙 대식가들이 함께하고 있어서..ㅅ.ㅅ. 고기육즙이 살아있어 너~~~무 행복하게 먹었습니다. 오코노미야끼는 주문자들이 없길래 고민했는데 역시나 맛이 없진 않은데 뭔가 빠진듯한..우리집에 오코노미 너무 좋아라 하는 대식가를 위해 주문했는데 맛이 없진 않지만 소스가 부족하다는 평을 하네요..ㅅ.ㅅ 유부초밥은 역쉬나 맛났어요...와우..크기보소~~~4입으로 다묵었네요..ㅅ.ㅅ	0
8244	넘자주시켜먹네여ㅋㅋ	0
8245	맛있게 잘먹었습니다!	0
8246	??????????이정도입니다.	1
8247	맛잇어요 맛잇어요 맛잇	0
8248	배달 빠르고 맛있습니다^^	0
8249	후후후후후 또시켰지요 아 너무 자주 시키는것같아 ㅠㅠㅋㅋㅋㅋㅋ	1
8250	몇번먹어도 맛있어요	0
8251	맛있엇어요~~//다들맛잇다 맛잇다 이유가 잇네요 후라이드 추천	0
8252	정말 굳굳 서비스도 감사합니다. 또 시킬게요 지금 상황은 안좋지만 많이 파시길..^^	1
8253	역시 맛있습니다! 다음에는 마늘맛도 먹어봐야 겠어요	0
8254	세가지맛이라 크게 기대안했는데 양도 많고 맛도 좋았습니다. 담에 또 시켜먹을까 해요	0
8255	맛있었어요! 마늘도 많이 주시고 서비스 막국수도 잘 먹었습니다	1
8256	사진이 좀 그렇지만 맛있어요!!	0
8257	늦은시간에 시켰는데도 불과하고 배달도 빠르고 정말 맛있었어요. 너무 만족합니다. 자주 이용할거 같아요. 번창하세요.	0
8258	항상 맛있게 잘 먹고 있어요~:D	0
8259	배달시간도 딱맞춰 왓고 양도 굿굿	0
8260	항상 믿고 먹어요~ 안매워서 애기가 양념치킨 너무좋아해요	1
8261	배송은  예상시간보다 일찍도착해서 30분정도 걸렸습니다. 맛은 맛있습니다. 할라피뇨대신 김치로 바꿔달라는 요구사항에 맞춰서 보내주신점 감사드립니다. 맛적으로 아쉬운점은 쌀이 아닌 보리밥이 들어가있어서 식감은 좋은데  조금  아쉽고 야채도 버섯과 고사리는 조금씩있는데 양파가 없는게  아쉽네요. 전체적으로 맛있습니다.	0
8262	굿~~~~~~~~~~	0
8263	쪼ㅛ아요 맛나요 밀떡아니라 아쉽	0
8264	간만에 시켜 맛있게 먹었습니다~^^	0
8265	양 대비 터무니 없이 비싸네요	0
8266	용인 피자집 중 토핑 1등.	1
8267	배달 겁나 느리네요 진짜 대단합니다  배송완료하고 배송되는데 1시간 30분 걸리네요	0
8268	kfc보다 훨씬 좋아여 ㄹㅎ	1
8269	달고짜고 그야말로 환상의 조합입니다. 저는 김소떡도 사랑해서 오늘도 같이 주문했네요~ 완전 맛있어요	0
8270	맛있게 잘 먹었습니다	0
8271	첫 주문때 연어회&스테이크덮밥이 만족스러워 이번에도 연어회를 주문했습니다. 사실 곱창라멘은 호불호 생각하고 호기심에 주문했어요ㅠㅎㅎ 제 입맛에는 느끼해서 곱창 두조각 먹고 나머지 남겼습니다,, 곱창뺀 라멘 자체는 맛있어요!  개인적으로 곱창이 조금 긴것 같아요 한입크기로 잘라주셨으면 더 좋았을거 같아요 암튼 맛있게 잘먹었습니다 :)	0
8272	맛있어요 배달비 비싸도 계속 시켜먹는	0
8273	닭이 조금 작은 호수를 쓰시는거 같아요  대신 후라이드는 너무 맛있습니다	0
8274	코로나 땜에 나가지도 못하는 아이들을 위해 배달앱으로ㅋ	0
8275	너무 맛잇네용 ㅜㅜㅜ 다음에 또 먹어야겠어요	0
8276	푸짐하니 먹기 좋음	0
8277	감사합니다. 잘 먹었습니다.	0
8278	맛있었습니다~~~~	1
8279	모든게 다 아쉬웠습니다 ... 막국수는 다뿔코  고기는 다 식어서 오고 배달은 거의 한시간 반정도 지나서  도착했구요 배달이 너무 늦어서 저나했는데 출발하지도 않고 출발할때 저나주신다고 하셨는데 저나도 주시지 않았습니다 모든게 아쉽네요...	1
8280	저한테는 조금 매웠어요 양배추가 많아서 좋았어요 다만 떡이 많이 딱딱했어요	0
8281	보쌈이 더 맛있어요 족발은 별로였어요! 보쌈 드세요!!! 양은 적은 줄 알았는데 먹다보니 딱 맞는 거 같아요	1
8282	안녕하세요 맛있는 음식을 맛있게 만들어 보세요	0
8283	맛있게 잘 먹었습니다	0
8284	배달도 빠르고 역시 맛있어요!!	0
8285	11111111111	0
8286	엄청 빠른 배달 양도 충분하고 맛 Good 사장님 사업 번창하세요~	0
8287	베달도 빠르고 종종 시켜먹는데 뚝불은 맛나게 먹었는데 제육하던 그릇이 탔는지 제육에서 탄맛이 좀 나써여 ㅠ ㅜ	0
8288	평이합니다. 3인 시켰는데 사진과 다르게 고기 2팩이 왔지만.. 양은 맞는 것 같습니다. 2팩에 다 넣으신 듯?	1
8289	주문시간으로부터 정확히 1:15분, 예상보다 30분 지연되었어요  취소하려고 했으나 안되더라구요. 다른분 리뷰에 채팅상담 가능한 것처럼 적으신 답변에 기분이 별로 좋지 않아 먹기전에 남깁니다.   분명히 다해봤고 네이버전화는 의도적으로 막으셨더라구요.. 여튼 배달 늦을수는 있는데 취소가능하게 하시고 거짓 답변은 안다셨으면 합니다	0
8290	맛있게 잘먹었습니다	0
8291	배달도 정말 빨라요 시킨지 25분만에 오는거 대단합니다 맛있고 양도 푸짐해서 놀랐습니다	1
8292	맛있어요 근데 한시간 늦게와요	0
8293	너무너무 맛잇엇어요 맵기 조절할수있으면 더 좋겠어요!!ㅎㅎ	0
8294	항상 맛있어요 파스타가 따뜻해서 좋습니다	0
8295	너무맛있었어요 덮밥은 양도많아서 애들둘이서 먹기 딱좋았구요 음식들전체적으로 깔끔하고  좋았어요 계속계속 주문할듯한데 변함없으면좋겠어요 아이들이먹은 돈가스너무 부드럽고 아이들이 좋아하더라구요 사진못찍은게아쉽네요 자주이용할께요	0
8296	항상 잘 먹고 있어요~ 최고	0
8297	맛있게 잘먹었습니다	1
8298	잘먹었습니다. 다음번에도 시켜먹을거 같네요	0
8299	세상 맛있었습니다 ㅎㅎ	0
8300	오눌도 맛있게 잘묵었습니다.	1
8301	양도 맛도 역시 호식이..	0
8302	잘먹었습니다~~~~	0
8303	맛이써요!!!! 역시 미스터보쌈!!	1
8304	리뷰 제일 많아서 시켜봤는데 역시 맛있네요 쫄깃한 맛이 부족했던게 살짝 아쉬웠지만 부드러운 식감 좋아하시는분들은 진짜 인생 족발일듯합니다	1
8305	맛있고 빠르고 좋습니다	1
8306	맛있습니다~~~ 다먹었어요~~~	0
8307	로제는 느끼함이 많이 나서 별로였어요. 리조또는 적당히 매콤하면서도 비린내없이 쌀알에 맛이 베어서 맛있었어요. 로제는 별3개, 리조또는 별5개였어요. 배달해주시는분이 대행이 아니라 사장님께서 직접하시는것 같았어요. 다 먹은후 찍은사진이라 죄송해요;;	0
8308	맛있고 배달도 따뜻하게 오기는 하는데.. 스쿨푸드 자체가 가성비 좋은 분식점은 아니라서.. 그래도 당산딜리버리는 다른 스쿨푸드보다 배달비 조건이 좋아서 분식 먹고 싶을 때 여기서 시킵니다.^^	0
8309	콤비네이션 시켰는데 도우에 소스를 너무 적게 배르셨나봐요. 밍밍해서 이번엔 별로였어요.	1
8310	맛있게 잘먹었습니다. 맛있게 매워요	0
8311	맛있게 먹었습니다	0
8312	오졌....다.....  혼자 절대 불가 먹고 나눠서   다음날 편의점 해파리냉채랑 한번더 먹음 개꿀딱	1
8313	다른 지덤도 시캬봤지만 여기지점이 제일맛있네요!!	0
8314	좋았습니다. 맛있네요.	0
8315	저녁시간이라 딱 한시간 걸렸어요 따뜻하고 맛있게 먹었어요 서비스 날치알도 맛나구요	1
8316	정말맛잇게잘먹었습니다	0
8317	사진은 깜박하고 못찍어서 글리뷰합니다. 배달은 예상시간 내로 왔고  양은 은근 많습니다. 찜닭이니 당면이 많지만 고기도 많아 점심이라면 중으로 4명이서 먹어도 될 듯 합니다.	0
8318	맛있게 잘 먹었습니다	0
8319	맛있고 배달도 빠르네요	0
8320	배달 2시간 기다려본건 처음입니다	0
8321	센슈라면읏 중간맛 제일 추천합니다	0
8322	존맛탱구리입니다 김치찌개 실화입니까 고기도 안퍽퍽하고 맛잇엇어요 자주 시킬게염 뿌잉뿌잉	0
8323	두번째 주문해서 먹었는데, 고기가 살짝 질기고 냄새가 조금 나네요.	1
8324	후참은 후라이드 믿고먹습니다 ㅋㅋ 너무맛있어요	0
8325	서비스로주신 콜라까지 완벽!  보쌈생각날때  미스터보쌈에서만 시켜먹어요 맛있음ㅎㅎ  일인읽닭하는저로서는 막국수가없어 살짝 아쉽지만 맛나요	1
8326	배달은 빠르고 배달원도 친절했습니다  리뷰이벤트로 주시는 주먹밥 잘챙겨주셨고 주먹밥은 맛이 괜찮았습니다  다만 족발이 너무심하네요ㅠㅠ  매운맛은 거의없고.. 껍데기 구이시킨것처럼 족발의 80프로가 껍질입니다.. 매운족은 탱글탱글 찰진맛이 좋은데 껍데기 마저 너무 능글능글합니다...댓글이많고 친절하셔서 시켰는데 좀 실망이네요ㅠㅠ	1
8327	짜장도 안불어오고 탕수육도 먹을만하구 짬뽕국물도 안짜고 좋네요 볶음밥도 맛있었어요!	0
8328	배달빠르고 맛있었어요 부대국밥짱	0
8329	와 제가 먹어본 닭도리탕중에 가장 맛있는듯해요 진짜로 ㅋㅋㅋ 얼큰한맛이 너무 제취향 ㅠㅠ 엉엉	0
8330	맛 있게 잘 먹었습니다	0
8331	맛있어요 또 주문할께용	0
8332	입맛이 영없어서 김밥이랑 야끼만두 시켯는데 서비스로 김말이까지 주시고 감동ㅠㅠ 자칫 잘못온줄 알았다는..ㅋㅋㅋㅋ 이웃동생도 저번에 여기 주문해서 같이먹구 넘맛있다고 감탄하더라구여ㅋㅋ 덕분에 잘먹었습니다!!	0
8333	맛있게먹었습니다!ㅎㅎㅎ	0
8334	맛있어요 배송만빠르면여	0
8335	제가 매운 걸 못먹는데 맛있어서 잘 먹었습니다	0
8336	길떡 시켰는데 국물떡볶이가 왔어요 ㅜㅜ 양배추 국인지 떡볶인지?? 질긴 양배추 부분만 잔뜩 들고 떡은 밍밍하고.. 스쿨푸드 지점 마다 맛이 비슷한 줄 알았는데 유난히 여기 맛이 없어요 ㅜㅜ	0
8337	배달은 주문하고 한시간 넘은 뒤에 받았습니다. 눈이많이와서  밀린건 이해하지만 미리 전화 한 번 주셨으면 더 좋을 뻔 했어요. 양은 많은데 너무불어서와가지고 면종류는 거의 먹지도 못했어요.	0
8338	good good good	0
8339	맛있어요~~ 조금 짜긴한데 그래두 맛있어서 또 시켜먹었어요ㅠㅠ 항상 포장도 깔끔하게 와서 좋습니다! 다음엔 다른것도 먹어보려구요ㅎㅎ	0
8340	👌👌👌👌👌👌👌👌👌👌	0
8341	배달도 진짜 빠르고 맛있게 잘 먹었습니다	0
